#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.			/#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.__cds_from_genomic.fna.gz
# assembly_accession	organism_name	species_taxid	ftp_path/# assembly_accession_asm_name_cds_from_genomic.fna.gz
GCF_904849725.1	Hordeum vulgare subsp. vulgare	4513	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/849/725/GCF_904849725.1_MorexV3_pseudomolecules_assembly/GCF_904849725.1_MorexV3_pseudomolecules_assembly_cds_from_genomic.fna.gz
GCF_000341285.1	Galdieria sulphuraria	130081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/285/GCF_000341285.1_ASM34128v1/GCF_000341285.1_ASM34128v1_cds_from_genomic.fna.gz
GCF_000817695.2	Arachis duranensis	130453	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/695/GCF_000817695.2_Aradu1.1/GCF_000817695.2_Aradu1.1_cds_from_genomic.fna.gz
GCF_000816755.2	Arachis ipaensis	130454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/755/GCF_000816755.2_Araip1.1/GCF_000816755.2_Araip1.1_cds_from_genomic.fna.gz
GCF_000611645.1	Monoraphidium neglectum	145388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/645/GCF_000611645.1_mono_v1/GCF_000611645.1_mono_v1_cds_from_genomic.fna.gz
GCF_002742605.1	Olea europaea var. sylvestris	4146	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/605/GCF_002742605.1_O_europaea_v1/GCF_002742605.1_O_europaea_v1_cds_from_genomic.fna.gz
GCF_014843425.1	Jatropha curcas	180498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/425/GCF_014843425.1_RJC1_Hi-C/GCF_014843425.1_RJC1_Hi-C_cds_from_genomic.fna.gz
GCF_004379255.1	Salvia splendens	180675	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/379/255/GCF_004379255.1_SspV2/GCF_004379255.1_SspV2_cds_from_genomic.fna.gz
GCF_002575655.2	Aegilops tauschii subsp. strangulata	37682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/575/655/GCF_002575655.2_Aet_v5.0/GCF_002575655.2_Aet v5.0_cds_from_genomic.fna.gz
GCF_002211085.1	Panicum hallii	206008	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/085/GCF_002211085.1_PHallii_v3.1/GCF_002211085.1_PHallii_v3.1_cds_from_genomic.fna.gz
GCF_004799145.1	Prosopis alba	207710	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/799/145/GCF_004799145.1_ASM479914v1/GCF_004799145.1_ASM479914v1_cds_from_genomic.fna.gz
GCF_008831285.1	Nymphaea colorata	210225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/285/GCF_008831285.1_ASM883128v1/GCF_008831285.1_ASM883128v1_cds_from_genomic.fna.gz
GCF_000313855.2	Musa acuminata subsp. malaccensis	4641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/855/GCF_000313855.2_ASM31385v2/GCF_000313855.2_ASM31385v2_cds_from_genomic.fna.gz
GCF_000315295.1	Pyrus x bretschneideri	225117	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/295/GCF_000315295.1_Pbr_v1.0/GCF_000315295.1_Pbr_v1.0_cds_from_genomic.fna.gz
GCF_000091205.1	Cyanidioschyzon merolae strain 10D	45157	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/205/GCF_000091205.1_ASM9120v1/GCF_000091205.1_ASM9120v1_cds_from_genomic.fna.gz
GCF_000090985.2	Micromonas commoda	296587	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2/GCF_000090985.2_ASM9098v2_cds_from_genomic.fna.gz
GCF_000826755.1	Ziziphus jujuba	326968	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/755/GCF_000826755.1_ZizJuj_1.1/GCF_000826755.1_ZizJuj_1.1_cds_from_genomic.fna.gz
GCF_000092065.1	Ostreococcus lucimarinus CCE9901	242159	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/065/GCF_000092065.1_ASM9206v1/GCF_000092065.1_ASM9206v1_cds_from_genomic.fna.gz
GCF_013401445.1	Tripterygium wilfordii	458696	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/401/445/GCF_013401445.1_ASM1340144v1/GCF_013401445.1_ASM1340144v1_cds_from_genomic.fna.gz
GCF_000147415.1	Chlorella variabilis	554065	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/415/GCF_000147415.1_v_1.0/GCF_000147415.1_v 1.0_cds_from_genomic.fna.gz
GCF_000151265.2	Micromonas pusilla CCMP1545	38833	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0/GCF_000151265.2_Micromonas pusilla CCMP1545 v2.0_cds_from_genomic.fna.gz
GCF_000258705.1	Coccomyxa subellipsoidea C-169	248742	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/705/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0/GCF_000258705.1_Coccomyxa subellipsoidae v2.0_cds_from_genomic.fna.gz
GCF_001605985.2	Dendrobium catenatum	906689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/985/GCF_001605985.2_ASM160598v2/GCF_001605985.2_ASM160598v2_cds_from_genomic.fna.gz
GCF_000414095.1	Morus notabilis	981085	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/095/GCF_000414095.1_ASM41409v2/GCF_000414095.1_ASM41409v2_cds_from_genomic.fna.gz
GCF_004785595.1	Juglans microcarpa x Juglans regia	2249226	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/785/595/GCF_004785595.1_Jm3101_v1.0/GCF_004785595.1_Jm3101_v1.0_cds_from_genomic.fna.gz
