refseq	species	ani	medani	gcaeani	exmani	busco	meanexn	medexn	ebgfr	bgfr	bgwe	bgcov	bpcds	bpexm	cdpc	ref	query
Invertebrate	Neodiprion_lecontei	99.89273709078637	100.0	99.88767073170733	99.34573478616389	hymenoptera	684.0332433344583	410.0	5953	247	5864	.98504955484629598521	29505061	21616941	.73265196774207652036	GCF_001263575.1_Nlec1.0_cds_from_genomic.fna	GCA_021901455.1_iyNeoLeco1.1_genomic.fna
Invertebrate	Pomacea_canaliculata	99.440021091331	99.615	99.5768612244898	95.95699113171429	mollusca	462.8991873065016	258.0	5238	247	5144	.98205421916762122947	75070715	48288067	.64323440905018688046	GCF_003073045.1_ASM307304v1_cds_from_genomic.fna	GCA_004794335.1_ASM479433v1_genomic.fna
Invertebrate	Amphimedon_queenslandica	99.95839791183292	100.0	99.94005957446807	96.29299466844171	metazoa	347.32134570765663	216.5	881	242	861	.97729852440408626560	35240725	49316973	1.39943128298296927773	GCF_000090795.1_v1.0_cds_from_genomic.fna	GCA_016292275.1_UQ_AmQuee_3_genomic.fna
Invertebrate	Ischnura_elegans	99.62297812499999	99.8615	99.6062352941177	97.8998629446475	insecta	419.0359375	271.0	1354	244	1278	.94387001477104874446	55734020	33327592	.59797574264336216910	GCF_921293095.1_ioIscEleg1.1_cds_from_genomic.fna	GCA_921293115.1_ioIscEleg1.1_alternate_haplotype_genomic.fna
Invertebrate	Chrysoperla_carnea	99.44353075060526	99.664	99.36933061224492	98.03968424492192	endopterygota	695.6692493946731	479.0	2075	245	2056	.99084337349397590361	33272126	26531199	.79740017214409442907	GCF_905475395.1_inChrCarn1.1_cds_from_genomic.fna	GCA_905475295.1_inChrCarn1.1_alternate_haplotype_genomic.fna
Invertebrate	Diuraphis_noxia	99.83753026634373	100.0	99.86148347107435	99.68336375204686	hemiptera	474.4301856335755	299.0	2483	242	2471	.99516713652839307289	28620546	13999761	.48915073108668157483	GCF_001186385.1_Dnoxia_1.0_cds_from_genomic.fna	GCA_001465515.1_DiuNox1.0_genomic.fna
Invertebrate	Varroa_destructor	99.97222799999999	100.0	99.98693832599119	99.94220059996105	arachnida	601.8407272727272	351.5	2895	235	2747	.94887737478411053540	58991906	15884593	.26926732965705498649	GCF_002443255.1_Vdes_3.0_cds_from_genomic.fna	GCA_000181155.2_Vdes2.0_genomic.fna
Invertebrate	Bactrocera_oleae	99.80282200956916	100.0	99.82328384279477	99.69199309620811	diptera	812.0688995215311	649.0	3263	240	3114	.95433650015323322096	76538814	18300356	.23909902758618653275	GCF_001188975.3_MU_Boleae_v2_cds_from_genomic.fna	GCA_001014625.1_ASM101462v1_genomic.fna
Invertebrate	Camponotus_floridanus	99.95736229205163	100.0	99.95521721311475	99.34591630996151	hymenoptera	682.747269366493	417.0	5976	244	5911	.98912315930388219544	52248203	21981722	.42071728285085709072	GCF_003227725.1_Cflo_v7.5_cds_from_genomic.fna	GCA_000147175.1_CamFlo_1.0_genomic.fna
Invertebrate	Aricia_agestis	99.57070220517753	99.653	99.63926938775519	98.53602919869337	lepidoptera	681.6308724832214	359.0	5247	245	5186	.98837430912902611015	42148487	26525659	.62933834374647896613	GCF_905147365.1_ilAriAges1.1_cds_from_genomic.fna	GCA_905147165.1_ilAriAges1.1_alternate_haplotype_genomic.fna
Invertebrate	Cimex_lectularius	99.85639500201538	100.0	99.79060995850622	99.63271948504776	hemiptera	464.0939137444579	288.0	2501	241	2481	.99200319872051179528	45828194	19072455	.41617295676107157964	GCF_000648675.2_Clec_2.1_cds_from_genomic.fna	GCA_001460545.1_ASM146054v1_genomic.fna
Invertebrate	Sphaeroforma_arctica	99.99698445595855	100.0	99.99698445595855	98.5044638714923	eukaryota	394.40932642487047	264.0	224	224	191	.85267857142857142857	17026107	15762100	.92576065685479364131	GCF_001186125.1_Spha_arctica_JP610_V1_cds_from_genomic.fna	GCA_008580545.1_SphArc_2.1_genomic.fna
Invertebrate	Acropora_digitifera	99.23720048309178	99.454	99.25958904109585	95.18457288695434	metazoa	310.14130434782606	207.5	867	225	823	.94925028835063437139	47288721	45387282	.95979085583642661851	GCF_000222465.1_Adig_1.1_cds_from_genomic.fna	GCA_014634065.1_Adig_2.0_genomic.fna
Invertebrate	Papilio_xuthus	99.41684931506846	99.543	99.42115510204079	99.05579654637008	lepidoptera	677.1708523592085	361.0	5274	245	5251	.99563898369359120212	38864117	20446395	.52609956376983941253	GCF_000836235.1_Pxut_1.0_cds_from_genomic.fna	GCA_001298345.1_Pap_xu_1.0_genomic.fna
Invertebrate	Bactrocera_tryoni	99.73538929363326	99.923	99.7178461538461	99.35487314364853	diptera	891.8850174216028	691.0	3267	239	3133	.95898377716559534741	49534750	22035798	.44485533892873184986	GCF_016617805.1_CSIRO_BtryS06_freeze2_cds_from_genomic.fna	GCA_000695345.1_Assembly_2.2_of_Bactrocera_tryoni_genome_genomic.fna
Invertebrate	Orbicella_faveolata	99.95690835266821	100.0	99.91424215246637	98.73617235534776	metazoa	327.3294663573086	216.5	906	235	854	.94260485651214128035	49761459	40998794	.82390659003788454032	GCF_002042975.1_ofav_dov_v1_cds_from_genomic.fna	GCA_001896105.1_O_faveolata_v1_genomic.fna
Invertebrate	Patiria_miniata	98.42507559395243	98.72999999999999	98.28482987551871	96.3635088102143	metazoa	297.6749460043197	220.0	943	246	925	.98091198303287380699	77365328	38468529	.49723215805405749717	GCF_015706575.1_ASM1570657v1_cds_from_genomic.fna	GCA_000285935.1_Pmin_1.0_genomic.fna
Invertebrate	Acropora_millepora	99.35890765765764	99.512	99.32944871794871	95.8564637996632	metazoa	332.3288288288288	217.0	925	246	886	.95783783783783783783	69192834	58039594	.83880931947374781613	GCF_013753865.1_Amil_v2.1_cds_from_genomic.fna	GCA_004143615.1_amil_sf_1.1_genomic.fna
Invertebrate	Anopheles_merus	99.9214059040591	100.0	99.94705394190869	98.61251624421557	diptera	1163.2755227552275	875.0	3268	242	3233	.98929008567931456548	68543884	25157970	.36703449719890398974	GCF_017562075.2_AmerM5.1_cds_from_genomic.fna	GCA_000473845.2_Anop_meru_MAF_V1_genomic.fna
Invertebrate	Drosophila_ficusphila	99.97185354620812	100.0	99.96367226890757	99.53922170603096	diptera	1008.0773718145533	809.0	3267	239	3236	.99051117232935414753	43262263	24945985	.57662228626366586509	GCF_018152265.1_ASM1815226v1_cds_from_genomic.fna	GCA_000220665.2_Dfic_2.0_genomic.fna
Invertebrate	Helicoverpa_armigera	97.83342381685262	98.178	97.37420247933886	97.22570275954686	lepidoptera	606.3509041939208	350.0	5271	244	5189	.98444317966230316827	37101673	21513348	.57984846128097781466	GCF_002156985.1_Harm_1.0_cds_from_genomic.fna	GCA_017165865.1_ASM1716586v1_genomic.fna
Invertebrate	Drosophila_eugracilis	99.80998247232472	100.0	99.78462343096231	99.31713282034369	diptera	1009.2466174661747	807.0	3268	239	3230	.98837209302325581395	46537694	25342959	.54456843091537797296	GCF_018153835.1_ASM1815383v1_cds_from_genomic.fna	GCA_000236325.2_Deug_2.0_genomic.fna
Invertebrate	Bactrocera_dorsalis	99.21260785597393	99.45	99.35250892857141	98.7322437699608	diptera	870.3947626841244	685.0	3254	237	3029	.93085433312845728334	41025851	22498396	.54839559574279153892	GCF_000789215.1_ASM78921v2_cds_from_genomic.fna	GCA_020283865.1_ASM2028386v1_genomic.fna
Invertebrate	Penaeus_japonicus	99.57153474320233	99.767	99.43857024793391	97.35719044877658	arthropoda	370.78147029204433	234.0	1000	243	992	.99200000000000000000	83142962	15553318	.18706716270223810405	GCF_017312705.1_Mj_TUMSAT_v1.0_cds_from_genomic.fna	GCA_002291165.1_Mjap_WGS_v1_genomic.fna
Invertebrate	Lucilia_sericata	99.67032154137702	100.0	99.65846120689658	99.19371501976649	diptera	745.1617182564751	566.0	3237	236	3133	.96787148594377510040	49503856	17537263	.35426054487553454421	GCF_015586225.1_ASM1558622v1_cds_from_genomic.fna	GCA_001014835.1_ASM101483v1_genomic.fna
Invertebrate	Asterias_rubens	99.73375382932173	100.0	99.71789915966394	98.24469037823826	metazoa	299.35995623632385	219.0	947	245	914	.96515311510031678986	51541526	31312801	.60752568715175410211	GCF_902459465.1_eAstRub1.3_cds_from_genomic.fna	GCA_902459445.1_eAstRub1.2_alternate_haplotype_genomic.fna
Invertebrate	Apis_dorsata	99.87899662390298	100.0	99.92198750000001	99.71955150092214	hymenoptera	641.2307562457798	410.0	5954	240	5862	.98454820288881424252	40685165	17217008	.42317655587730810480	GCF_000469605.1_Apis_dorsata_1.3_cds_from_genomic.fna	GCA_009792835.1_RUTG_Adors_1.0_genomic.fna
Invertebrate	Vespa_mandarinia	99.95916302027744	100.0	99.9728309859155	99.33665511646534	hymenoptera	641.2286552828175	397.5	5958	242	3706	.62202081235313863712	62948672	14178061	.22523209067857698411	GCF_014083535.2_V.mandarinia_Nanaimo_p1.0_cds_from_genomic.fna	GCA_014083525.1_V.mandarinia_Nanaimo_a1.0_genomic.fna
Invertebrate	Nasonia_vitripennis	99.98098458112035	100.0	99.98297925311203	99.31698557688038	hymenoptera	618.2086688367312	427.0	5897	241	5754	.97575038154994064778	71230144	26085664	.36621663996636030947	GCF_009193385.2_Nvit_psr_1.1_cds_from_genomic.fna	GCA_000002325.2_Nvit_2.1_genomic.fna
Invertebrate	Glossina_fuscipes	99.83373734567894	99.947	99.78302479338848	99.66608633826307	diptera	952.0722222222222	731.0	3259	242	3217	.98711261123043878490	49333765	22612692	.45836136771641085978	GCF_014805625.1_Yale_Gfus_2_cds_from_genomic.fna	GCA_000671735.1_Glossina_fuscipes-3.0.2_genomic.fna
Invertebrate	Drosophila_obscura	99.61958633425641	99.693	99.62703797468362	99.14570245551083	diptera	977.8842720837181	788.0	3268	238	3228	.98776009791921664626	44857842	25965148	.57883185731493726336	GCF_018151105.1_ASM1815110v1_cds_from_genomic.fna	GCA_002217835.1_Dobs_1.0_genomic.fna
Invertebrate	Drosophila_mojavensis	99.96930979428926	100.0	99.97724894514768	99.00084189322807	diptera	1013.3282161498312	807.0	3269	239	3239	.99082288161517283572	51239950	27962714	.54572094625385075512	GCF_018153725.1_ASM1815372v1_cds_from_genomic.fna	GCA_000005175.1_dmoj_caf1_genomic.fna
Invertebrate	Drosophila_mauritiana	99.40797265745007	99.508	99.38106302521011	98.5587189348849	diptera	1006.9084485407066	806.0	3269	238	3235	.98959926583052921382	48762174	30265672	.62067929949144597203	GCF_004382145.1_ASM438214v1_cds_from_genomic.fna	GCA_018904475.1_ASM1890447v1_genomic.fna
Invertebrate	Scaptodrosophila_lebanonensis	99.89614120225428	100.0	99.89700840336135	99.63904342135875	diptera	945.1449592986851	766.0	3269	240	3172	.97032731722239216885	39309740	19732217	.50196762939668387529	GCF_003285725.1_SlebRS2_cds_from_genomic.fna	GCA_001014445.1_ASM101444v1_genomic.fna
Invertebrate	Drosophila_hydei	99.65161985248922	99.7135	99.67345833333336	98.95895808405638	diptera	966.2667486170867	793.5	3266	240	3235	.99050826699326393141	45513905	23131296	.50822481613036719218	GCF_003285905.1_DhydRS2_cds_from_genomic.fna	GCA_002780465.1_ASM278046v1_genomic.fna
Invertebrate	Drosophila_grimshawi	99.97953069367712	100.0	99.92080672268906	98.44100839076754	diptera	1017.7596685082873	812.5	3266	240	3239	.99173300673606858542	39503153	26598583	.67332810117713894888	GCF_018153295.1_ASM1815329v1_cds_from_genomic.fna	GCA_000005155.1_dgri_caf1_genomic.fna
Invertebrate	Ceratitis_capitata	99.68765568676179	100.0	99.67836440677962	98.55955788905429	diptera	855.8241143567433	662.5	3267	239	3194	.97765534129170492806	52263072	28260362	.54073289071105502562	GCF_000347755.3_Ccap_2.1_cds_from_genomic.fna	GCA_905071925.1_EGII-3.2.1_genomic.fna
Invertebrate	Loa_loa	99.95822920696325	100.0	99.9726888888889	99.83530558544821	nematoda	261.8716956802063	227.0	3110	227	3097	.99581993569131832797	15531316	13061109	.84095314266994503234	GCF_000183805.2_Loa_loa_V3.1_cds_from_genomic.fna	GCA_000733445.1_LLoa-hgap-1_genomic.fna
Invertebrate	Anopheles_arabiensis	99.93114158202509	100.0	99.9204979253112	99.55024751083025	diptera	1161.6937519236687	869.0	3269	241	3227	.98715203426124197002	61167979	24587972	.40197456907968138035	GCF_016920715.1_AaraD3_cds_from_genomic.fna	GCA_000349185.1_Anop_arab_DONG5_A_V1_genomic.fna
Invertebrate	Manduca_sexta	99.60016021464179	100.0	99.58056504065038	98.20671430896297	lepidoptera	672.9609045611345	359.5	5259	245	5208	.99030233884768967484	45328186	23671170	.52221745648502236555	GCF_014839805.1_JHU_Msex_v1.0_cds_from_genomic.fna	GCA_000262585.1_Msex_1.0_genomic.fna
Invertebrate	Pieris_brassicae	99.80967494949472	100.0	99.8365785123967	97.4843760545849	lepidoptera	689.9674747474747	361.0	5222	244	4941	.94618919954040597472	44998986	23040488	.51202238201545252597	GCF_905147105.1_ilPieBrab1.1_cds_from_genomic.fna	GCA_905147085.1_ilPieBrab1.1_alternate_haplotype_genomic.fna
Invertebrate	Acyrthosiphon_pisum	99.9759246190858	100.0	99.9784090909091	97.54303162364262	hemiptera	493.73135525260625	303.0	2501	243	2491	.99600159936025589764	46715729	31101189	.66575411891784884701	GCF_005508785.1_pea_aphid_22Mar2018_4r6ur_cds_from_genomic.fna	GCA_000142985.2_Acyr_2.0_genomic.fna
Invertebrate	Dermatophagoides_pteronyssinus	99.48482123893795	99.671	99.57130837004406	98.33145040400997	arachnida	997.3295575221239	760.0	2863	232	2785	.97275585050646175340	21902014	18300470	.83556105844878009848	GCF_001901225.1_ASM190122v2_cds_from_genomic.fna	GCA_003076615.3_CUHK_Dpter_2.0_genomic.fna
Invertebrate	Penaeus_vannamei	99.71081794871792	99.82849999999999	99.71529949238571	98.2432057581949	arthropoda	1066.4576923076922	832.0	980	236	776	.79183673469387755102	47733099	19293647	.40419849966162892545	GCF_003789085.1_ASM378908v1_cds_from_genomic.fna	GCA_003730335.1_ASM373033v1_genomic.fna
Invertebrate	Mercenaria_mercenaria	99.30115530225932	99.617	99.29796860986548	96.15051192701463	mollusca	494.5497659271321	263.0	5113	236	4843	.94719342851554860160	104650956	81944948	.78303105038046666291	GCF_014805675.1_ASM1480567v1.1_cds_from_genomic.fna	GCA_021730395.1_MADL_Memer_1_genomic.fna
Invertebrate	Caenorhabditis_briggsae	99.93376266837706	100.0	99.9533243243243	95.20553010424742	nematoda	540.5994227068634	416.5	3129	223	3107	.99296899968040907638	26213873	60433528	2.30540248669092125379	GCF_000004555.2_CB4_cds_from_genomic.fna	GCA_021491975.1_ASM2149197v1_genomic.fna
Invertebrate	Echinococcus_granulosus	99.955078184111	100.0	99.94594618834081	98.91388438010118	metazoa	457.14249684741486	366.0	794	223	770	.96977329974811083123	15867690	17224831	1.08552858040458314978	GCF_000524195.1_ASM52419v1_cds_from_genomic.fna	GCA_021556725.1_ASM2155672v1_genomic.fna
Invertebrate	Opisthorchis_viverrini	99.72469855832233	100.0	99.79923181818184	99.57827154953105	metazoa	460.6173001310616	361.0	777	221	745	.95881595881595881595	21273905	16277334	.76513146035013317959	GCF_000715545.1_OpiViv1.0_cds_from_genomic.fna	GCA_001990785.1_O_viverrini_1.0.pg.lrna_genomic.fna
Invertebrate	Hydra_vulgaris	99.91115172413792	100.0	99.90557692307691	98.76022009813929	metazoa	417.24827586206897	249.0	896	242	867	.96763392857142857142	28509519	26104296	.91563438864050985918	GCF_000004095.1_Hydra_RP_1.0_cds_from_genomic.fna	GCA_000219015.1_h7_genomic.fna
Vertebrate_other	Melanotaenia_boesemani	99.84349531013619	100.0	99.85613333333337	98.38114582529923	actinopterygii	454.9812405446294	265.0	3638	245	3302	.90764156129741616272	96732037	47338148	.48937404264525102474	GCF_017639745.1_fMelBoe1.pri_cds_from_genomic.fna	GCA_017639755.1_fMelBoe1.alt_genomic.fna
Vertebrate_other	Notolabrus_celidotus	99.70286033857293	100.0	99.72734101382491	98.61921453111137	actinopterygii	450.14419588875455	265.0	3600	240	3292	.91444444444444444444	78760495	40971440	.52020292660679697353	GCF_009762535.1_fNotCel1.pri_cds_from_genomic.fna	GCA_009762545.1_fNotCel1.alt_genomic.fna
Vertebrate_other	Toxotes_jaculatrix	99.830850973751	100.0	99.80864166666672	98.52594922296194	actinopterygii	465.9475021168501	268.0	3636	246	3541	.97387238723872387238	82041840	46084145	.56171515655914104315	GCF_017976425.1_fToxJac2.pri_cds_from_genomic.fna	GCA_017976295.1_fToxJac2.alt_genomic.fna
Vertebrate_other	Myripristis_murdjan	99.54003132938172	99.674	99.5331028806584	98.20374382024822	actinopterygii	459.7493649449619	265.0	3636	249	3541	.97387238723872387238	78303817	53854373	.68776178561001694208	GCF_902150065.1_fMyrMur1.1_cds_from_genomic.fna	GCA_902148815.1_fMyrMur1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Gouania_willdenowi	99.75918766666663	100.0	99.79012871287131	98.26263040355425	actinopterygii	422.021	254.0	3625	248	2989	.82455172413793103448	98249882	37509884	.38178044834700157706	GCF_900634775.1_fGouWil2.1_cds_from_genomic.fna	GCA_900650505.1_fGouWil2.1_alternate_haplotype_genomic.fna
Vertebrate_other	Thalassophryne_amazonica	99.85585274431045	100.0	99.81821578947368	98.79655018678717	actinopterygii	361.2392904953146	234.0	3626	244	2975	.82046332046332046332	73651544	27442208	.37259514885390590046	GCF_902500255.1_fThaAma1.1_cds_from_genomic.fna	GCA_902500245.1_fThaAma1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Sphaeramia_orbicularis	99.87872710733785	100.0	99.86297641509431	98.39762567140869	actinopterygii	434.91237113402065	257.0	3630	245	3292	.90688705234159779614	89843594	43915685	.48880151655553761573	GCF_902148855.1_fSphaOr1.1_cds_from_genomic.fna	GCA_902148825.1_fSphaOr1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Epinephelus_lanceolatus	99.91316914446008	100.0	99.83759583333332	97.9808496229677	actinopterygii	471.5279102384292	269.0	3637	246	3562	.97937860874346989276	95933956	59075550	.61579395308163878908	GCF_005281545.1_ASM528154v1_cds_from_genomic.fna	GCA_017165655.1_SYSU_Elan_1.1_genomic.fna
Vertebrate_other	Seriola_lalandi	99.68652740492143	99.782	99.70177637130806	99.44903767429014	actinopterygii	462.0494966442953	267.0	3640	244	3569	.98049450549450549450	72810898	36097402	.49576921850352676600	GCF_002814215.1_Sedor1_cds_from_genomic.fna	GCA_003054885.1_wag_ytk_001_genomic.fna
Vertebrate_other	Denticeps_clupeoides	99.83934783960214	100.0	99.84723963133638	98.27790247839796	actinopterygii	450.9160708734846	262.0	3626	245	3204	.88361831218974076116	115567600	44355189	.38380297765117558900	GCF_900700375.1_fDenClu1.1_cds_from_genomic.fna	GCA_900700345.2_fDenClu1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Parambassis_ranga	99.81601257485023	100.0	99.84529955947134	98.69261962142922	actinopterygii	455.2383233532934	267.0	3637	246	3336	.91723948309045916964	90776787	41169453	.45352401600202042841	GCF_900634625.1_fParRan2.1_cds_from_genomic.fna	GCA_900651595.1_fParRan2.1_alternate_haplotype_genomic.fna
Vertebrate_other	Salarias_fasciatus	99.65123666569487	99.841	99.70256637168139	98.18056891917804	actinopterygii	443.237248615564	263.0	3622	244	3419	.94395361678630590833	81622268	49234321	.60319716918427211554	GCF_902148845.1_fSalaFa1.1_cds_from_genomic.fna	GCA_902148835.1_fSalaFa1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Echeneis_naucrates	99.82240325342445	100.0	99.83585106382978	98.66723643237059	actinopterygii	458.30051369863014	266.0	3633	245	3497	.96256537296999724745	78857128	48413640	.61394120262660339341	GCF_900963305.1_fEcheNa1.1_cds_from_genomic.fna	GCA_900963505.1_fEcheNa1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Syngnathus_acus	99.87250624999987	100.0	99.85581578947367	97.56694520957019	actinopterygii	425.3548611111111	257.0	3620	248	2869	.79254143646408839779	98623846	29915263	.30332687492231848269	GCF_901709675.1_fSynAcu1.2_cds_from_genomic.fna	GCA_901709685.1_fSynAcu1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Plectropomus_leopardus	99.78820617925973	100.0	99.82564186046511	99.08470413370046	actinopterygii	461.73141633527075	268.0	3618	241	3263	.90187949143173023770	67522041	40121320	.59419590115766790876	GCF_008729295.1_YSFRI_Pleo_2.0_cds_from_genomic.fna	GCA_011397275.1_Pleo_1.0_genomic.fna
Vertebrate_other	Siniperca_chuatsi	99.96112318435759	100.0	99.9587375	98.765195372107	actinopterygii	467.65698324022344	270.0	3627	244	3566	.98318169285911221395	139023495	56026487	.40300013317892777763	GCF_020085105.1_ASM2008510v1_cds_from_genomic.fna	GCA_011952085.1_sinChu7_genomic.fna
Vertebrate_other	Megalops_cyprinoides	99.68016657207696	99.915	99.75711297071133	98.94822381836758	actinopterygii	470.63649262202046	267.0	3628	244	3517	.96940463065049614112	82756552	45637453	.55146634190365978514	GCF_013368585.1_fMegCyp1.pri_cds_from_genomic.fna	GCA_013368575.1_fMegCyp1.alt_genomic.fna
Vertebrate_other	Chelmon_rostratus	99.8979382318502	100.0	99.91618421052631	99.14560075882659	actinopterygii	460.71779859484775	267.0	3637	244	3413	.93841077811383007973	70171486	39432414	.56194355068952081191	GCF_017976325.1_fCheRos1.pri_cds_from_genomic.fna	GCA_017976315.1_fCheRos1.alt_genomic.fna
Vertebrate_other	Acanthochromis_polyacanthus	99.86332560737218	100.0	99.85830705394189	98.96747717432525	actinopterygii	457.53392907009214	265.0	3638	245	3573	.98213304013194062671	69762694	42833118	.61398314119004635916	GCF_002109545.1_ASM210954v1_cds_from_genomic.fna	GCA_021347895.1_KAUST_Apoly_ChrSc_genomic.fna
Vertebrate_other	Scatophagus_argus	99.66596841811074	99.7705	99.77611570247936	98.98594678905387	actinopterygii	463.51816657350474	267.0	3637	245	3574	.98267803134451470992	111066834	45341159	.40823310944471506228	GCF_020382885.2_fScaArg1.pri_cds_from_genomic.fna	GCA_020382915.1_fScaArg1.alt_genomic.fna
Vertebrate_other	Archocentrus_centrarchus	99.87078892733564	100.0	99.89882683982685	98.80033190633877	actinopterygii	455.31776239907725	266.0	3637	244	3460	.95133351663458894693	80566186	47509168	.58969116398286497017	GCF_007364275.1_fArcCen1_cds_from_genomic.fna	GCA_007364235.1_fArcCen1_v1.h_genomic.fna
Vertebrate_other	Coregonus_clupeaformis	99.83832100840323	100.0	99.81406666666666	98.17311182587426	actinopterygii	461.54173669467787	271.0	3639	246	3568	.98048914536960703489	155373208	105104409	.67646417521352844822	GCF_020615455.1_ASM2061545v1_cds_from_genomic.fna	GCA_018398675.1_ASM1839867v1_genomic.fna
Vertebrate_other	Cottoperca_gobio	99.93845643153526	100.0	99.92428426395936	99.46694738463466	actinopterygii	449.88094478135974	264.0	3579	236	3111	.86923721709974853310	76587275	31583981	.41239201943142643474	GCF_900634415.1_fCotGob3.1_cds_from_genomic.fna	GCA_900634435.1_fCotGob3.1_alternate_haplotype_genomic.fna
Vertebrate_other	Polypterus_senegalus	99.90285540211211	100.0	99.71093684210526	97.98819504612972	actinopterygii	461.31681559707556	253.0	3603	239	1223	.33943935609214543436	86688892	16441899	.18966558022220424734	GCF_016835505.1_ASM1683550v1_cds_from_genomic.fna	GCA_016984135.1_BGI_Psen_1.0_genomic.fna
Vertebrate_other	Pseudochaenichthys_georgianus	99.83742169728784	100.0	99.88013888888888	95.31460378410141	actinopterygii	350.6124234470691	229.0	3597	239	1139	.31665276619405059772	76062661	23682054	.31134927030754288230	GCF_902827115.1_fPseGeo1.1_cds_from_genomic.fna	GCA_902827155.1_fPseGeo1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Colossoma_macropomum	99.79482438074028	100.0	99.70748770491807	98.67471029862588	actinopterygii	459.93849151127193	270.0	3638	247	3589	.98653106102253985706	87832905	36676135	.41756714069744135184	GCF_904425465.1_Colossoma_macropomum_cds_from_genomic.fna	GCA_012026605.1_UP_Cma_genomic.fna
Vertebrate_other	Trematomus_bernacchii	99.82522002902755	100.0	99.84663800904978	97.73931581343851	actinopterygii	438.56052249637156	261.0	3629	242	3437	.94709286304767153485	81607154	50837184	.62295009087070969292	GCF_902827165.1_fTreBer1.1_cds_from_genomic.fna	GCA_902827105.1_fTreBer1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Morone_saxatilis	99.98283741209563	100.0	99.96800436681222	99.76379139117803	actinopterygii	466.1949367088608	266.0	3590	232	3538	.98551532033426183844	66511617	28466191	.42798825654772458772	GCF_004916995.1_NCSU_SB_2.0_cds_from_genomic.fna	GCA_001663605.1_SBDraft1_genomic.fna
Vertebrate_other	Oryzias_melastigma	99.63843227091631	99.9045	99.72127426160337	98.00778621702483	actinopterygii	437.87905520774046	259.0	3637	245	3506	.96398130327192741270	93548901	48772902	.52136264005923490218	GCF_002922805.2_ASM292280v2_cds_from_genomic.fna	GCA_014170095.1_ASM1417009v1_genomic.fna
Vertebrate_other	Micropterus_salmoides	99.92444109436057	100.0	99.88918410041839	95.28459485957974	actinopterygii	462.1563372417644	267.0	3638	245	3580	.98405717427157778999	98089506	102469327	1.04465126983104594287	GCF_014851395.1_ASM1485139v1_cds_from_genomic.fna	GCA_019677235.1_HNU_Msal_1.0_genomic.fna
Vertebrate_other	Erpetoichthys_calabaricus	99.86911650485423	100.0	99.8071834862385	98.25422274506042	actinopterygii	463.2211086752271	256.0	3619	243	3170	.87593257806023763470	66453518	34871058	.52474359596733464133	GCF_900747795.1_fErpCal1.1_cds_from_genomic.fna	GCA_900700845.3_fErpCal1.3_alternate_haplotype_genomic.fna
Vertebrate_other	Hippoglossus_hippoglossus	99.86256142365075	100.0	99.89354978354977	99.44539737989648	actinopterygii	454.3134328358209	267.5	3635	245	3480	.95735900962861072902	110538678	43166137	.39050708567366799881	GCF_009819705.1_fHipHip1.pri_cds_from_genomic.fna	GCA_009819745.1_fHipHip1.alt_genomic.fna
Vertebrate_other	Paralichthys_olivaceus	99.7108321269487	99.8605	99.7273827160494	99.62631802895052	actinopterygii	444.9838530066815	262.0	3628	246	3583	.98759647188533627342	68223152	34374387	.50385222600093293842	GCF_001970005.1_Flounder_ref_guided_V1.0_cds_from_genomic.fna	GCA_001904815.2_ParOli_1.1_genomic.fna
Vertebrate_other	Thunnus_maccoyii	99.60564967975489	99.76	99.63352892561986	97.67236647455137	actinopterygii	467.82985240879975	269.0	3638	245	3587	.98598130841121495327	106091001	69060431	.65095465542831479175	GCF_910596095.1_fThuMac1.1_cds_from_genomic.fna	GCA_910596085.1_fThuMac1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Gymnodraco_acuticeps	99.83979994036967	100.0	99.83321719457011	98.67229827626129	actinopterygii	406.6478831246273	253.0	3593	238	3338	.92902866685221263568	93993441	40921790	.43536857002607235115	GCF_902827175.1_fGymAcu1.1_cds_from_genomic.fna	GCA_902827185.1_fGymAcu1.1_alternate_haplotype_genomic.fna
Vertebrate_other	Perca_flavescens	99.92435959765295	100.0	99.9227366255144	98.13188183306217	actinopterygii	461.08521933500975	268.0	3634	246	3574	.98348926802421574023	88169350	56215228	.63758242518516922263	GCF_004354835.1_PFLA_1.0_cds_from_genomic.fna	GCA_013375545.1_MU_Pfla_1.0_genomic.fna
Vertebrate_other	Oncorhynchus_gorbuscha	99.8488655297735	100.0	99.89416249999998	97.32875199639294	actinopterygii	457.92367906066534	271.0	3637	245	3567	.98075336816057189991	162766075	110580511	.67938304096845733977	GCF_021184085.1_OgorEven_v1.0_cds_from_genomic.fna	GCA_017355495.1_Ogor_1.0_genomic.fna
